Provisional,Location,Parameter,Date,Observed
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/8/2020 11:00:00 PM,61.91
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 12:00:00 AM,61.61
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 1:00:00 AM,61.36
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 2:00:00 AM,61.16
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 3:00:00 AM,61.01
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 4:00:00 AM,60.89
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 5:00:00 AM,60.78
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 6:00:00 AM,60.68
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 7:00:00 AM,60.55
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 8:00:00 AM,60.47
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 9:00:00 AM,60.63
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 10:00:00 AM,60.67
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 11:00:00 AM,60.85
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 12:00:00 PM,60.85
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 1:00:00 PM,60.91
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 2:00:00 PM,61.47
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 3:00:00 PM,61.71
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 4:00:00 PM,62.34
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 5:00:00 PM,62.61
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 6:00:00 PM,62.58
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 7:00:00 PM,62.44
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 8:00:00 PM,62.32
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 9:00:00 PM,62.19
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 10:00:00 PM,62.13
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/9/2020 11:00:00 PM,61.99
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 12:00:00 AM,61.83
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 1:00:00 AM,61.7
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 2:00:00 AM,61.59
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 3:00:00 AM,61.5
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 4:00:00 AM,61.43
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 5:00:00 AM,61.38
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 6:00:00 AM,61.34
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 7:00:00 AM,61.31
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 8:00:00 AM,61.33
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 9:00:00 AM,61.42
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 10:00:00 AM,61.71
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 11:00:00 AM,62.21
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 12:00:00 PM,62.85
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 1:00:00 PM,63.41
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 2:00:00 PM,64.04
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 3:00:00 PM,64.4
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 4:00:00 PM,65.13
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 5:00:00 PM,65.3
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 6:00:00 PM,64.95
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 7:00:00 PM,64.6
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 8:00:00 PM,64.46
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 9:00:00 PM,64.33
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 10:00:00 PM,64.29
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/10/2020 11:00:00 PM,64.24
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 12:00:00 AM,63.35
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 1:00:00 AM,62.98
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 2:00:00 AM,62.73
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 3:00:00 AM,62.49
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 4:00:00 AM,62.09
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 5:00:00 AM,61.61
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 6:00:00 AM,61.53
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 7:00:00 AM,61.42
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 8:00:00 AM,61.51
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 9:00:00 AM,61.56
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 10:00:00 AM,61.53
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 11:00:00 AM,61.31
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 12:00:00 PM,61.17
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 1:00:00 PM,61.14
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 2:00:00 PM,61.25
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 3:00:00 PM,61.47
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 4:00:00 PM,62.2
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 5:00:00 PM,62.44
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 6:00:00 PM,62.39
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 7:00:00 PM,62.09
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 8:00:00 PM,61.65
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 9:00:00 PM,61.27
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 10:00:00 PM,61.01
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/11/2020 11:00:00 PM,60.86
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 12:00:00 AM,60.77
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 1:00:00 AM,60.72
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 2:00:00 AM,60.67
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 3:00:00 AM,60.64
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 4:00:00 AM,60.61
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 5:00:00 AM,60.57
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 6:00:00 AM,60.53
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 7:00:00 AM,60.52
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 8:00:00 AM,60.61
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 9:00:00 AM,60.66
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 10:00:00 AM,60.82
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 11:00:00 AM,61.7
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 12:00:00 PM,62.18
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 1:00:00 PM,62.43
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 2:00:00 PM,62.24
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 3:00:00 PM,62.44
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 4:00:00 PM,62.54
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 5:00:00 PM,62.64
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 6:00:00 PM,62.46
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 7:00:00 PM,62.07
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 8:00:00 PM,61.86
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 9:00:00 PM,62.1
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 10:00:00 PM,62.04
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/12/2020 11:00:00 PM,61.89
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 12:00:00 AM,61.77
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 1:00:00 AM,61.64
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 2:00:00 AM,61.51
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 3:00:00 AM,61.4
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 4:00:00 AM,61.29
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 5:00:00 AM,61.21
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 6:00:00 AM,61.13
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 7:00:00 AM,61.23
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 8:00:00 AM,61.24
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 9:00:00 AM,61.48
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 10:00:00 AM,61.71
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 11:00:00 AM,62.4
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 12:00:00 PM,62.64
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 1:00:00 PM,62.98
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 2:00:00 PM,63.28
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 3:00:00 PM,63.51
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 4:00:00 PM,63.69
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 5:00:00 PM,63.54
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 6:00:00 PM,63.47
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 7:00:00 PM,63.39
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 8:00:00 PM,63.14
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 9:00:00 PM,62.94
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 10:00:00 PM,62.76
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/13/2020 11:00:00 PM,62.49
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 12:00:00 AM,62.32
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 1:00:00 AM,62.14
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 2:00:00 AM,62.04
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 3:00:00 AM,61.91
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 4:00:00 AM,61.8
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 5:00:00 AM,61.71
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 6:00:00 AM,61.61
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 7:00:00 AM,61.6
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 8:00:00 AM,61.68
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 9:00:00 AM,61.87
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 10:00:00 AM,62.31
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 11:00:00 AM,62.69
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 12:00:00 PM,63.26
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 1:00:00 PM,63.64
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 2:00:00 PM,63.71
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 3:00:00 PM,64.12
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 4:00:00 PM,64.42
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 5:00:00 PM,64.45
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 6:00:00 PM,64.3
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 7:00:00 PM,64.16
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 8:00:00 PM,64.32
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 9:00:00 PM,64.08
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 10:00:00 PM,64
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/14/2020 11:00:00 PM,63.79
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 12:00:00 AM,63.52
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 1:00:00 AM,63.44
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 2:00:00 AM,63.42
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 3:00:00 AM,63.37
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 4:00:00 AM,63.29
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 5:00:00 AM,63.07
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 6:00:00 AM,62.88
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 7:00:00 AM,62.71
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 8:00:00 AM,62.73
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 9:00:00 AM,62.87
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 10:00:00 AM,62.94
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 11:00:00 AM,63.73
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 12:00:00 PM,64.16
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 1:00:00 PM,64.9
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 2:00:00 PM,64.91
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 3:00:00 PM,65.07
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 4:00:00 PM,65.59
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 5:00:00 PM,65.33
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 6:00:00 PM,65.48
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 7:00:00 PM,65.56
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 8:00:00 PM,65.25
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 9:00:00 PM,64.97
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 10:00:00 PM,64.53
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/15/2020 11:00:00 PM,64.05
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 12:00:00 AM,63.72
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 1:00:00 AM,63.5
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 2:00:00 AM,63.29
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 3:00:00 AM,63.13
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 4:00:00 AM,63.02
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 5:00:00 AM,62.91
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 6:00:00 AM,62.79
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 7:00:00 AM,62.69
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 8:00:00 AM,62.63
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 9:00:00 AM,62.56
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 10:00:00 AM,62.73
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 11:00:00 AM,63.71
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 12:00:00 PM,64.79
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 1:00:00 PM,65.83
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 2:00:00 PM,66.48
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 3:00:00 PM,67.07
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 4:00:00 PM,66.5
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 5:00:00 PM,67.17
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 6:00:00 PM,67.19
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 7:00:00 PM,66.98
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 8:00:00 PM,66.8
Provisional,LK WINNIPESAUKEE @ WEIRS BEACH,WATER TEMPERATURE (HOUR) [DEGF],6/16/2020 9:00:00 PM,66.92
